10MAINBKGRP20260607IE12BOFI90000012345678EUR
20TX-2026-000120260607PMT-REF-20001                 000000001001CRINV-2026-8001            Party_1                       
20TX-2026-629620260607PMT-REF-26296                 000000007296CRINV-2026-14296           Party_6296                    
20TX-2026-629720260607PMT-REF-26297                 000000007297CRINV-2026-14297           Party_6297                    
20TX-2026-629820260607PMT-REF-26298                 000000007298CRINV-2026-14298           Party_6298                    
20TX-2026-629920260607PMT-REF-26299                 000000007299CRINV-2026-14299           Party_6299                    
20TX-2026-630020260607PMT-REF-26300                 000000007300CRINV-2026-14300           Party_6300                    
20TX-2026-630120260607PMT-REF-26301                 000000007301CRINV-2026-14301           Party_6301                    
20TX-2026-630220260607PMT-REF-26302                 000000007302CRINV-2026-14302           Party_6302                    
20TX-2026-630320260607PMT-REF-26303                 000000007303CRINV-2026-14303           Party_6303                    
20TX-2026-630420260607PMT-REF-26304                 000000007304CRINV-2026-14304           Party_6304                    
20TX-2026-630520260607PMT-REF-26305                 000000007305CRINV-2026-14305           Party_6305                    
20TX-2026-630620260607PMT-REF-26306                 000000007306CRINV-2026-14306           Party_6306                    
20TX-2026-630720260607PMT-REF-26307                 000000007307CRINV-2026-14307           Party_6307                    
20TX-2026-630820260607PMT-REF-26308                 000000007308CRINV-2026-14308           Party_6308                    
20TX-2026-630920260607PMT-REF-26309                 000000007309CRINV-2026-14309           Party_6309                    
20TX-2026-631020260607PMT-REF-26310                 000000007310CRINV-2026-14310           Party_6310                    
20TX-2026-631120260607PMT-REF-26311                 000000007311CRINV-2026-14311           Party_6311                    
20TX-2026-631220260607PMT-REF-26312                 000000007312CRINV-2026-14312           Party_6312                    
20TX-2026-631320260607PMT-REF-26313                 000000007313CRINV-2026-14313           Party_6313                    
20TX-2026-631420260607PMT-REF-26314                 000000007314CRINV-2026-14314           Party_6314                    
20TX-2026-631520260607PMT-REF-26315                 000000007315CRINV-2026-14315           Party_6315                    
20TX-2026-631620260607PMT-REF-26316                 000000007316CRINV-2026-14316           Party_6316                    
20TX-2026-631720260607PMT-REF-26317                 000000007317CRINV-2026-14317           Party_6317                    
20TX-2026-631820260607PMT-REF-26318                 000000007318CRINV-2026-14318           Party_6318                    
20TX-2026-631920260607PMT-REF-26319                 000000007319CRINV-2026-14319           Party_6319                    
20TX-2026-632020260607PMT-REF-26320                 000000007320CRINV-2026-14320           Party_6320                    
20TX-2026-632120260607PMT-REF-26321                 000000007321CRINV-2026-14321           Party_6321                    
20TX-2026-632220260607PMT-REF-26322                 000000007322CRINV-2026-14322           Party_6322                    
20TX-2026-632320260607PMT-REF-26323                 000000007323CRINV-2026-14323           Party_6323                    
20TX-2026-632420260607PMT-REF-26324                 000000007324CRINV-2026-14324           Party_6324                    
20TX-2026-632520260607PMT-REF-26325                 000000007325CRINV-2026-14325           Party_6325                    
20TX-2026-632620260607PMT-REF-26326                 000000007326CRINV-2026-14326           Party_6326                    
20TX-2026-632720260607PMT-REF-26327                 000000007327CRINV-2026-14327           Party_6327                    
20TX-2026-632820260607PMT-REF-26328                 000000007328CRINV-2026-14328           Party_6328                    
20TX-2026-632920260607PMT-REF-26329                 000000007329CRINV-2026-14329           Party_6329                    
20TX-2026-633020260607PMT-REF-26330                 000000007330CRINV-2026-14330           Party_6330                    
20TX-2026-633120260607PMT-REF-26331                 000000007331CRINV-2026-14331           Party_6331                    
20TX-2026-633220260607PMT-REF-26332                 000000007332CRINV-2026-14332           Party_6332                    
20TX-2026-633320260607PMT-REF-26333                 000000007333CRINV-2026-14333           Party_6333                    
20TX-2026-633420260607PMT-REF-26334                 000000007334CRINV-2026-14334           Party_6334                    
20TX-2026-633520260607PMT-REF-26335                 000000007335CRINV-2026-14335           Party_6335                    
20TX-2026-633620260607PMT-REF-26336                 000000007336CRINV-2026-14336           Party_6336                    
20TX-2026-633720260607PMT-REF-26337                 000000007337CRINV-2026-14337           Party_6337                    
20TX-2026-633820260607PMT-REF-26338                 000000007338CRINV-2026-14338           Party_6338                    
20TX-2026-633920260607PMT-REF-26339                 000000007339CRINV-2026-14339           Party_6339                    
20TX-2026-634020260607PMT-REF-26340                 000000007340CRINV-2026-14340           Party_6340                    
20TX-2026-634120260607PMT-REF-26341                 000000007341CRINV-2026-14341           Party_6341                    
20TX-2026-634220260607PMT-REF-26342                 000000007342CRINV-2026-14342           Party_6342                    
20TX-2026-634320260607PMT-REF-26343                 000000007343CRINV-2026-14343           Party_6343                    
20TX-2026-634420260607PMT-REF-26344                 000000007344CRINV-2026-14344           Party_6344                    
20TX-2026-634520260607PMT-REF-26345                 000000007345CRINV-2026-14345           Party_6345                    
20TX-2026-634620260607PMT-REF-26346                 000000007346CRINV-2026-14346           Party_6346                    
20TX-2026-634720260607PMT-REF-26347                 000000007347CRINV-2026-14347           Party_6347                    
20TX-2026-634820260607PMT-REF-26348                 000000007348CRINV-2026-14348           Party_6348                    
20TX-2026-634920260607PMT-REF-26349                 000000007349CRINV-2026-14349           Party_6349                    
20TX-2026-635020260607PMT-REF-26350                 000000007350CRINV-2026-14350           Party_6350                    
20TX-2026-635120260607PMT-REF-26351                 000000007351CRINV-2026-14351           Party_6351                    
20TX-2026-635220260607PMT-REF-26352                 000000007352CRINV-2026-14352           Party_6352                    
20TX-2026-635320260607PMT-REF-26353                 000000007353CRINV-2026-14353           Party_6353                    
20TX-2026-635420260607PMT-REF-26354                 000000007354CRINV-2026-14354           Party_6354                    
20TX-2026-635520260607PMT-REF-26355                 000000007355CRINV-2026-14355           Party_6355                    
20TX-2026-635620260607PMT-REF-26356                 000000007356CRINV-2026-14356           Party_6356                    
20TX-2026-635720260607PMT-REF-26357                 000000007357CRINV-2026-14357           Party_6357                    
20TX-2026-635820260607PMT-REF-26358                 000000007358CRINV-2026-14358           Party_6358                    
20TX-2026-635920260607PMT-REF-26359                 000000007359CRINV-2026-14359           Party_6359                    
20TX-2026-636020260607PMT-REF-26360                 000000007360CRINV-2026-14360           Party_6360                    
20TX-2026-636120260607PMT-REF-26361                 000000007361CRINV-2026-14361           Party_6361                    
20TX-2026-636220260607PMT-REF-26362                 000000007362CRINV-2026-14362           Party_6362                    
20TX-2026-636320260607PMT-REF-26363                 000000007363CRINV-2026-14363           Party_6363                    
20TX-2026-636420260607PMT-REF-26364                 000000007364CRINV-2026-14364           Party_6364                    
20TX-2026-636520260607PMT-REF-26365                 000000007365CRINV-2026-14365           Party_6365                    
20TX-2026-636620260607PMT-REF-26366                 000000007366CRINV-2026-14366           Party_6366                    
20TX-2026-636720260607PMT-REF-26367                 000000007367CRINV-2026-14367           Party_6367                    
20TX-2026-636820260607PMT-REF-26368                 000000007368CRINV-2026-14368           Party_6368                    
20TX-2026-636920260607PMT-REF-26369                 000000007369CRINV-2026-14369           Party_6369                    
20TX-2026-637020260607PMT-REF-26370                 000000007370CRINV-2026-14370           Party_6370                    
20TX-2026-637120260607PMT-REF-26371                 000000007371CRINV-2026-14371           Party_6371                    
20TX-2026-637220260607PMT-REF-26372                 000000007372CRINV-2026-14372           Party_6372                    
20TX-2026-637320260607PMT-REF-26373                 000000007373CRINV-2026-14373           Party_6373                    
20TX-2026-637420260607PMT-REF-26374                 000000007374CRINV-2026-14374           Party_6374                    
20TX-2026-637520260607PMT-REF-26375                 000000007375CRINV-2026-14375           Party_6375                    
20TX-2026-637620260607PMT-REF-26376                 000000007376CRINV-2026-14376           Party_6376                    
20TX-2026-637720260607PMT-REF-26377                 000000007377CRINV-2026-14377           Party_6377                    
20TX-2026-637820260607PMT-REF-26378                 000000007378CRINV-2026-14378           Party_6378                    
20TX-2026-637920260607PMT-REF-26379                 000000007379CRINV-2026-14379           Party_6379                    
20TX-2026-638020260607PMT-REF-26380                 000000007380CRINV-2026-14380           Party_6380                    
20TX-2026-638120260607PMT-REF-26381                 000000007381CRINV-2026-14381           Party_6381                    
20TX-2026-638220260607PMT-REF-26382                 000000007382CRINV-2026-14382           Party_6382                    
20TX-2026-638320260607PMT-REF-26383                 000000007383CRINV-2026-14383           Party_6383                    
20TX-2026-638420260607PMT-REF-26384                 000000007384CRINV-2026-14384           Party_6384                    
20TX-2026-638520260607PMT-REF-26385                 000000007385CRINV-2026-14385           Party_6385                    
20TX-2026-638620260607PMT-REF-26386                 000000007386CRINV-2026-14386           Party_6386                    
20TX-2026-638720260607PMT-REF-26387                 000000007387CRINV-2026-14387           Party_6387                    
20TX-2026-638820260607PMT-REF-26388                 000000007388CRINV-2026-14388           Party_6388                    
20TX-2026-638920260607PMT-REF-26389                 000000007389CRINV-2026-14389           Party_6389                    
20TX-2026-639020260607PMT-REF-26390                 000000007390CRINV-2026-14390           Party_6390                    
20TX-2026-639120260607PMT-REF-26391                 000000007391CRINV-2026-14391           Party_6391                    
20TX-2026-639220260607PMT-REF-26392                 000000007392CRINV-2026-14392           Party_6392                    
20TX-2026-639320260607PMT-REF-26393                 000000007393CRINV-2026-14393           Party_6393                    
20TX-2026-639420260607PMT-REF-26394                 000000007394CRINV-2026-14394           Party_6394                    
20TX-2026-639520260607PMT-REF-26395                 000000007395CRINV-2026-14395           Party_6395                    
20TX-2026-639620260607PMT-REF-26396                 000000007396CRINV-2026-14396           Party_6396                    
20TX-2026-639720260607PMT-REF-26397                 000000007397CRINV-2026-14397           Party_6397                    
20TX-2026-639820260607PMT-REF-26398                 000000007398CRINV-2026-14398           Party_6398                    
20TX-2026-639920260607PMT-REF-26399                 000000007399CRINV-2026-14399           Party_6399                    
20TX-2026-640020260607PMT-REF-26400                 000000007400CRINV-2026-14400           Party_6400                    
20TX-2026-640120260607PMT-REF-26401                 000000007401CRINV-2026-14401           Party_6401                    
20TX-2026-640220260607PMT-REF-26402                 000000007402CRINV-2026-14402           Party_6402                    
20TX-2026-640320260607PMT-REF-26403                 000000007403CRINV-2026-14403           Party_6403                    
20TX-2026-640420260607PMT-REF-26404                 000000007404CRINV-2026-14404           Party_6404                    
20TX-2026-640520260607PMT-REF-26405                 000000007405CRINV-2026-14405           Party_6405                    
20TX-2026-640620260607PMT-REF-26406                 000000007406CRINV-2026-14406           Party_6406                    
20TX-2026-640720260607PMT-REF-26407                 000000007407CRINV-2026-14407           Party_6407                    
20TX-2026-640820260607PMT-REF-26408                 000000007408CRINV-2026-14408           Party_6408                    
20TX-2026-640920260607PMT-REF-26409                 000000007409CRINV-2026-14409           Party_6409                    
20TX-2026-641020260607PMT-REF-26410                 000000007410CRINV-2026-14410           Party_6410                    
20TX-2026-641120260607PMT-REF-26411                 000000007411CRINV-2026-14411           Party_6411                    
20TX-2026-641220260607PMT-REF-26412                 000000007412CRINV-2026-14412           Party_6412                    
20TX-2026-641320260607PMT-REF-26413                 000000007413CRINV-2026-14413           Party_6413                    
20TX-2026-641420260607PMT-REF-26414                 000000007414CRINV-2026-14414           Party_6414                    
20TX-2026-641520260607PMT-REF-26415                 000000007415CRINV-2026-14415           Party_6415                    
20TX-2026-641620260607PMT-REF-26416                 000000007416CRINV-2026-14416           Party_6416                    
20TX-2026-641720260607PMT-REF-26417                 000000007417CRINV-2026-14417           Party_6417                    
20TX-2026-641820260607PMT-REF-26418                 000000007418CRINV-2026-14418           Party_6418                    
20TX-2026-641920260607PMT-REF-26419                 000000007419CRINV-2026-14419           Party_6419                    
20TX-2026-642020260607PMT-REF-26420                 000000007420CRINV-2026-14420           Party_6420                    
20TX-2026-642120260607PMT-REF-26421                 000000007421CRINV-2026-14421           Party_6421                    
20TX-2026-642220260607PMT-REF-26422                 000000007422CRINV-2026-14422           Party_6422                    
20TX-2026-642320260607PMT-REF-26423                 000000007423CRINV-2026-14423           Party_6423                    
20TX-2026-642420260607PMT-REF-26424                 000000007424CRINV-2026-14424           Party_6424                    
20TX-2026-642520260607PMT-REF-26425                 000000007425CRINV-2026-14425           Party_6425                    
20TX-2026-642620260607PMT-REF-26426                 000000007426CRINV-2026-14426           Party_6426                    
20TX-2026-642720260607PMT-REF-26427                 000000007427CRINV-2026-14427           Party_6427                    
20TX-2026-642820260607PMT-REF-26428                 000000007428CRINV-2026-14428           Party_6428                    
20TX-2026-642920260607PMT-REF-26429                 000000007429CRINV-2026-14429           Party_6429                    
20TX-2026-643020260607PMT-REF-26430                 000000007430CRINV-2026-14430           Party_6430                    
20TX-2026-643120260607PMT-REF-26431                 000000007431CRINV-2026-14431           Party_6431                    
20TX-2026-643220260607PMT-REF-26432                 000000007432CRINV-2026-14432           Party_6432                    
20TX-2026-643320260607PMT-REF-26433                 000000007433CRINV-2026-14433           Party_6433                    
20TX-2026-643420260607PMT-REF-26434                 000000007434CRINV-2026-14434           Party_6434                    
20TX-2026-643520260607PMT-REF-26435                 000000007435CRINV-2026-14435           Party_6435                    
20TX-2026-643620260607PMT-REF-26436                 000000007436CRINV-2026-14436           Party_6436                    
20TX-2026-643720260607PMT-REF-26437                 000000007437CRINV-2026-14437           Party_6437                    
20TX-2026-643820260607PMT-REF-26438                 000000007438CRINV-2026-14438           Party_6438                    
20TX-2026-643920260607PMT-REF-26439                 000000007439CRINV-2026-14439           Party_6439                    
20TX-2026-644020260607PMT-REF-26440                 000000007440CRINV-2026-14440           Party_6440                    
20TX-2026-644120260607PMT-REF-26441                 000000007441CRINV-2026-14441           Party_6441                    
20TX-2026-644220260607PMT-REF-26442                 000000007442CRINV-2026-14442           Party_6442                    
20TX-2026-644320260607PMT-REF-26443                 000000007443CRINV-2026-14443           Party_6443                    
20TX-2026-644420260607PMT-REF-26444                 000000007444CRINV-2026-14444           Party_6444                    
20TX-2026-644520260607PMT-REF-26445                 000000007445CRINV-2026-14445           Party_6445                    
20TX-2026-644620260607PMT-REF-26446                 000000007446CRINV-2026-14446           Party_6446                    
20TX-2026-644720260607PMT-REF-26447                 000000007447CRINV-2026-14447           Party_6447                    
20TX-2026-644820260607PMT-REF-26448                 000000007448CRINV-2026-14448           Party_6448                    
20TX-2026-644920260607PMT-REF-26449                 000000007449CRINV-2026-14449           Party_6449                    
20TX-2026-645020260607PMT-REF-26450                 000000007450CRINV-2026-14450           Party_6450                    
20TX-2026-645120260607PMT-REF-26451                 000000007451CRINV-2026-14451           Party_6451                    
20TX-2026-645220260607PMT-REF-26452                 000000007452CRINV-2026-14452           Party_6452                    
20TX-2026-645320260607PMT-REF-26453                 000000007453CRINV-2026-14453           Party_6453                    
20TX-2026-645420260607PMT-REF-26454                 000000007454CRINV-2026-14454           Party_6454                    
20TX-2026-645520260607PMT-REF-26455                 000000007455CRINV-2026-14455           Party_6455                    
20TX-2026-645620260607PMT-REF-26456                 000000007456CRINV-2026-14456           Party_6456                    
20TX-2026-645720260607PMT-REF-26457                 000000007457CRINV-2026-14457           Party_6457                    
20TX-2026-645820260607PMT-REF-26458                 000000007458CRINV-2026-14458           Party_6458                    
20TX-2026-645920260607PMT-REF-26459                 000000007459CRINV-2026-14459           Party_6459                    
20TX-2026-646020260607PMT-REF-26460                 000000007460CRINV-2026-14460           Party_6460                    
20TX-2026-646120260607PMT-REF-26461                 000000007461CRINV-2026-14461           Party_6461                    
20TX-2026-646220260607PMT-REF-26462                 000000007462CRINV-2026-14462           Party_6462                    
20TX-2026-646320260607PMT-REF-26463                 000000007463CRINV-2026-14463           Party_6463                    
20TX-2026-646420260607PMT-REF-26464                 000000007464CRINV-2026-14464           Party_6464                    
20TX-2026-646520260607PMT-REF-26465                 000000007465CRINV-2026-14465           Party_6465                    
20TX-2026-646620260607PMT-REF-26466                 000000007466CRINV-2026-14466           Party_6466                    
20TX-2026-646720260607PMT-REF-26467                 000000007467CRINV-2026-14467           Party_6467                    
20TX-2026-646820260607PMT-REF-26468                 000000007468CRINV-2026-14468           Party_6468                    
20TX-2026-646920260607PMT-REF-26469                 000000007469CRINV-2026-14469           Party_6469                    
20TX-2026-647020260607PMT-REF-26470                 000000007470CRINV-2026-14470           Party_6470                    
20TX-2026-647120260607PMT-REF-26471                 000000007471CRINV-2026-14471           Party_6471                    
20TX-2026-647220260607PMT-REF-26472                 000000007472CRINV-2026-14472           Party_6472                    
20TX-2026-647320260607PMT-REF-26473                 000000007473CRINV-2026-14473           Party_6473                    
20TX-2026-647420260607PMT-REF-26474                 000000007474CRINV-2026-14474           Party_6474                    
20TX-2026-647520260607PMT-REF-26475                 000000007475CRINV-2026-14475           Party_6475                    
20TX-2026-647620260607PMT-REF-26476                 000000007476CRINV-2026-14476           Party_6476                    
20TX-2026-647720260607PMT-REF-26477                 000000007477CRINV-2026-14477           Party_6477                    
20TX-2026-647820260607PMT-REF-26478                 000000007478CRINV-2026-14478           Party_6478                    
20TX-2026-647920260607PMT-REF-26479                 000000007479CRINV-2026-14479           Party_6479                    
20TX-2026-648020260607PMT-REF-26480                 000000007480CRINV-2026-14480           Party_6480                    
20TX-2026-648120260607PMT-REF-26481                 000000007481CRINV-2026-14481           Party_6481                    
20TX-2026-648220260607PMT-REF-26482                 000000007482CRINV-2026-14482           Party_6482                    
20TX-2026-648320260607PMT-REF-26483                 000000007483CRINV-2026-14483           Party_6483                    
20TX-2026-648420260607PMT-REF-26484                 000000007484CRINV-2026-14484           Party_6484                    
20TX-2026-648520260607PMT-REF-26485                 000000007485CRINV-2026-14485           Party_6485                    
20TX-2026-648620260607PMT-REF-26486                 000000007486CRINV-2026-14486           Party_6486                    
20TX-2026-648720260607PMT-REF-26487                 000000007487CRINV-2026-14487           Party_6487                    
20TX-2026-648820260607PMT-REF-26488                 000000007488CRINV-2026-14488           Party_6488                    
20TX-2026-648920260607PMT-REF-26489                 000000007489CRINV-2026-14489           Party_6489                    
20TX-2026-649020260607PMT-REF-26490                 000000007490CRINV-2026-14490           Party_6490                    
20TX-2026-649120260607PMT-REF-26491                 000000007491CRINV-2026-14491           Party_6491                    
20TX-2026-649220260607PMT-REF-26492                 000000007492CRINV-2026-14492           Party_6492                    
20TX-2026-649320260607PMT-REF-26493                 000000007493CRINV-2026-14493           Party_6493                    
20TX-2026-649420260607PMT-REF-26494                 000000007494CRINV-2026-14494           Party_6494                    
20TX-2026-649520260607PMT-REF-26495                 000000007495CRINV-2026-14495           Party_6495                    
20TX-2026-649620260607PMT-REF-26496                 000000007496CRINV-2026-14496           Party_6496                    
20TX-2026-649720260607PMT-REF-26497                 000000007497CRINV-2026-14497           Party_6497                    
20TX-2026-649820260607PMT-REF-26498                 000000007498CRINV-2026-14498           Party_6498                    
20TX-2026-649920260607PMT-REF-26499                 000000007499CRINV-2026-14499           Party_6499                    
20TX-2026-650020260607PMT-REF-26500                 000000007500CRINV-2026-14500           Party_6500                    
20TX-2026-650120260607PMT-REF-26501                 000000007501CRINV-2026-14501           Party_6501                    
20TX-2026-650220260607PMT-REF-26502                 000000007502CRINV-2026-14502           Party_6502                    
20TX-2026-650320260607PMT-REF-26503                 000000007503CRINV-2026-14503           Party_6503                    
20TX-2026-650420260607PMT-REF-26504                 000000007504CRINV-2026-14504           Party_6504                    
20TX-2026-650520260607PMT-REF-26505                 000000007505CRINV-2026-14505           Party_6505                    
20TX-2026-650620260607PMT-REF-26506                 000000007506CRINV-2026-14506           Party_6506                    
20TX-2026-650720260607PMT-REF-26507                 000000007507CRINV-2026-14507           Party_6507                    
20TX-2026-650820260607PMT-REF-26508                 000000007508CRINV-2026-14508           Party_6508                    
20TX-2026-650920260607PMT-REF-26509                 000000007509CRINV-2026-14509           Party_6509                    
20TX-2026-651020260607PMT-REF-26510                 000000007510CRINV-2026-14510           Party_6510                    
20TX-2026-651120260607PMT-REF-26511                 000000007511CRINV-2026-14511           Party_6511                    
20TX-2026-651220260607PMT-REF-26512                 000000007512CRINV-2026-14512           Party_6512                    
20TX-2026-651320260607PMT-REF-26513                 000000007513CRINV-2026-14513           Party_6513                    
20TX-2026-651420260607PMT-REF-26514                 000000007514CRINV-2026-14514           Party_6514                    
20TX-2026-651520260607PMT-REF-26515                 000000007515CRINV-2026-14515           Party_6515                    
20TX-2026-651620260607PMT-REF-26516                 000000007516CRINV-2026-14516           Party_6516                    
20TX-2026-651720260607PMT-REF-26517                 000000007517CRINV-2026-14517           Party_6517                    
20TX-2026-651820260607PMT-REF-26518                 000000007518CRINV-2026-14518           Party_6518                    
20TX-2026-651920260607PMT-REF-26519                 000000007519CRINV-2026-14519           Party_6519                    
20TX-2026-652020260607PMT-REF-26520                 000000007520CRINV-2026-14520           Party_6520                    
20TX-2026-652120260607PMT-REF-26521                 000000007521CRINV-2026-14521           Party_6521                    
20TX-2026-652220260607PMT-REF-26522                 000000007522CRINV-2026-14522           Party_6522                    
20TX-2026-652320260607PMT-REF-26523                 000000007523CRINV-2026-14523           Party_6523                    
20TX-2026-652420260607PMT-REF-26524                 000000007524CRINV-2026-14524           Party_6524                    
20TX-2026-652520260607PMT-REF-26525                 000000007525CRINV-2026-14525           Party_6525                    
20TX-2026-652620260607PMT-REF-26526                 000000007526CRINV-2026-14526           Party_6526                    
20TX-2026-652720260607PMT-REF-26527                 000000007527CRINV-2026-14527           Party_6527                    
20TX-2026-652820260607PMT-REF-26528                 000000007528CRINV-2026-14528           Party_6528                    
20TX-2026-652920260607PMT-REF-26529                 000000007529CRINV-2026-14529           Party_6529                    
20TX-2026-653020260607PMT-REF-26530                 000000007530CRINV-2026-14530           Party_6530                    
20TX-2026-653120260607PMT-REF-26531                 000000007531CRINV-2026-14531           Party_6531                    
20TX-2026-653220260607PMT-REF-26532                 000000007532CRINV-2026-14532           Party_6532                    
20TX-2026-653320260607PMT-REF-26533                 000000007533CRINV-2026-14533           Party_6533                    
20TX-2026-653420260607PMT-REF-26534                 000000007534CRINV-2026-14534           Party_6534                    
20TX-2026-653520260607PMT-REF-26535                 000000007535CRINV-2026-14535           Party_6535                    
20TX-2026-653620260607PMT-REF-26536                 000000007536CRINV-2026-14536           Party_6536                    
20TX-2026-653720260607PMT-REF-26537                 000000007537CRINV-2026-14537           Party_6537                    
20TX-2026-653820260607PMT-REF-26538                 000000007538CRINV-2026-14538           Party_6538                    
20TX-2026-653920260607PMT-REF-26539                 000000007539CRINV-2026-14539           Party_6539                    
20TX-2026-654020260607PMT-REF-26540                 000000007540CRINV-2026-14540           Party_6540                    
20TX-2026-654120260607PMT-REF-26541                 000000007541CRINV-2026-14541           Party_6541                    
20TX-2026-654220260607PMT-REF-26542                 000000007542CRINV-2026-14542           Party_6542                    
20TX-2026-654320260607PMT-REF-26543                 000000007543CRINV-2026-14543           Party_6543                    
20TX-2026-654420260607PMT-REF-26544                 000000007544CRINV-2026-14544           Party_6544                    
20TX-2026-654520260607PMT-REF-26545                 000000007545CRINV-2026-14545           Party_6545                    
20TX-2026-654620260607PMT-REF-26546                 000000007546CRINV-2026-14546           Party_6546                    
20TX-2026-654720260607PMT-REF-26547                 000000007547CRINV-2026-14547           Party_6547                    
20TX-2026-654820260607PMT-REF-26548                 000000007548CRINV-2026-14548           Party_6548                    
20TX-2026-654920260607PMT-REF-26549                 000000007549CRINV-2026-14549           Party_6549                    
20TX-2026-655020260607PMT-REF-26550                 000000007550CRINV-2026-14550           Party_6550                    
20TX-2026-655120260607PMT-REF-26551                 000000007551CRINV-2026-14551           Party_6551                    
20TX-2026-655220260607PMT-REF-26552                 000000007552CRINV-2026-14552           Party_6552                    
20TX-2026-655320260607PMT-REF-26553                 000000007553CRINV-2026-14553           Party_6553                    
20TX-2026-655420260607PMT-REF-26554                 000000007554CRINV-2026-14554           Party_6554                    
20TX-2026-655520260607PMT-REF-26555                 000000007555CRINV-2026-14555           Party_6555                    
20TX-2026-655620260607PMT-REF-26556                 000000007556CRINV-2026-14556           Party_6556                    
20TX-2026-655720260607PMT-REF-26557                 000000007557CRINV-2026-14557           Party_6557                    
20TX-2026-655820260607PMT-REF-26558                 000000007558CRINV-2026-14558           Party_6558                    
20TX-2026-655920260607PMT-REF-26559                 000000007559CRINV-2026-14559           Party_6559                    
20TX-2026-656020260607PMT-REF-26560                 000000007560CRINV-2026-14560           Party_6560                    
20TX-2026-656120260607PMT-REF-26561                 000000007561CRINV-2026-14561           Party_6561                    
20TX-2026-656220260607PMT-REF-26562                 000000007562CRINV-2026-14562           Party_6562                    
20TX-2026-656320260607PMT-REF-26563                 000000007563CRINV-2026-14563           Party_6563                    
20TX-2026-656420260607PMT-REF-26564                 000000007564CRINV-2026-14564           Party_6564                    
20TX-2026-656520260607PMT-REF-26565                 000000007565CRINV-2026-14565           Party_6565                    
20TX-2026-656620260607PMT-REF-26566                 000000007566CRINV-2026-14566           Party_6566                    
20TX-2026-656720260607PMT-REF-26567                 000000007567CRINV-2026-14567           Party_6567                    
20TX-2026-656820260607PMT-REF-26568                 000000007568CRINV-2026-14568           Party_6568                    
20TX-2026-656920260607PMT-REF-26569                 000000007569CRINV-2026-14569           Party_6569                    
20TX-2026-657020260607PMT-REF-26570                 000000007570CRINV-2026-14570           Party_6570                    
20TX-2026-657120260607PMT-REF-26571                 000000007571CRINV-2026-14571           Party_6571                    
20TX-2026-657220260607PMT-REF-26572                 000000007572CRINV-2026-14572           Party_6572                    
20TX-2026-657320260607PMT-REF-26573                 000000007573CRINV-2026-14573           Party_6573                    
20TX-2026-657420260607PMT-REF-26574                 000000007574CRINV-2026-14574           Party_6574                    
20TX-2026-657520260607PMT-REF-26575                 000000007575CRINV-2026-14575           Party_6575                    
20TX-2026-657620260607PMT-REF-26576                 000000007576CRINV-2026-14576           Party_6576                    
20TX-2026-657720260607PMT-REF-26577                 000000007577CRINV-2026-14577           Party_6577                    
20TX-2026-657820260607PMT-REF-26578                 000000007578CRINV-2026-14578           Party_6578                    
20TX-2026-657920260607PMT-REF-26579                 000000007579CRINV-2026-14579           Party_6579                    
20TX-2026-658020260607PMT-REF-26580                 000000007580CRINV-2026-14580           Party_6580                    
20TX-2026-658120260607PMT-REF-26581                 000000007581CRINV-2026-14581           Party_6581                    
20TX-2026-658220260607PMT-REF-26582                 000000007582CRINV-2026-14582           Party_6582                    
20TX-2026-658320260607PMT-REF-26583                 000000007583CRINV-2026-14583           Party_6583                    
20TX-2026-658420260607PMT-REF-26584                 000000007584CRINV-2026-14584           Party_6584                    
20TX-2026-658520260607PMT-REF-26585                 000000007585CRINV-2026-14585           Party_6585                    
20TX-2026-658620260607PMT-REF-26586                 000000007586CRINV-2026-14586           Party_6586                    
20TX-2026-658720260607PMT-REF-26587                 000000007587CRINV-2026-14587           Party_6587                    
20TX-2026-658820260607PMT-REF-26588                 000000007588CRINV-2026-14588           Party_6588                    
20TX-2026-658920260607PMT-REF-26589                 000000007589CRINV-2026-14589           Party_6589                    
20TX-2026-659020260607PMT-REF-26590                 000000007590CRINV-2026-14590           Party_6590                    
20TX-2026-659120260607PMT-REF-26591                 000000007591CRINV-2026-14591           Party_6591                    
20TX-2026-659220260607PMT-REF-26592                 000000007592CRINV-2026-14592           Party_6592                    
20TX-2026-659320260607PMT-REF-26593                 000000007593CRINV-2026-14593           Party_6593                    
20TX-2026-659420260607PMT-REF-26594                 000000007594CRINV-2026-14594           Party_6594                    
20TX-2026-659520260607PMT-REF-26595                 000000007595CRINV-2026-14595           Party_6595                    
20TX-2026-659620260607PMT-REF-26596                 000000007596CRINV-2026-14596           Party_6596                    
20TX-2026-659720260607PMT-REF-26597                 000000007597CRINV-2026-14597           Party_6597                    
20TX-2026-659820260607PMT-REF-26598                 000000007598CRINV-2026-14598           Party_6598                    
20TX-2026-659920260607PMT-REF-26599                 000000007599CRINV-2026-14599           Party_6599                    
20TX-2026-660020260607PMT-REF-26600                 000000007600CRINV-2026-14600           Party_6600                    
20TX-2026-660120260607PMT-REF-26601                 000000007601CRINV-2026-14601           Party_6601                    
20TX-2026-660220260607PMT-REF-26602                 000000007602CRINV-2026-14602           Party_6602                    
20TX-2026-660320260607PMT-REF-26603                 000000007603CRINV-2026-14603           Party_6603                    
20TX-2026-660420260607PMT-REF-26604                 000000007604CRINV-2026-14604           Party_6604                    
